,sport,school,coach
629,Basketball,Merced,Adrian Sanchez
630,Basketball,Placer,Mark Lee
631,Basketball,Santa Maria,Dave Yamate
632,Basketball,Analy,Jason Carpenter
633,Basketball,Mt. Diablo,Ejon Felder
634,Basketball,Huntington Park,Joe Reed
635,Basketball,Mt. Carmel,Chris Vitous
636,Basketball,Pacheco,Tyrell Jenkins
637,Basketball,Hemet,Jared Wells
638,Basketball,Oaks Christian,Jordan Wild
639,Basketball,Santana,KB Barcelona
640,Basketball,Patterson,Jason McCleery
641,Basketball,Kerman,Tim Hurt
642,Basketball,Maranatha Christian,Brooks Barnhard
643,Basketball,Moorpark,Ryan Moore
644,Basketball,Palm Desert,James Serven
645,Basketball,Templeton,Andrew Cherry
646,Basketball,Dos Pueblos,Joe Zamora
647,Basketball,Segerstrom,Brandon Rogers
648,Basketball,Vista Murrieta,Andy Rucker
649,Basketball,Soledad,Nick Twitchell
650,Basketball,Fairfield,Eddie Wilson
651,Basketball,Tehachapi,Moe Cramer Jr.
652,Basketball,Carter,Gilbert Berry
653,Basketball,San Dieguito Academy,Jason Stewart
654,Basketball,Valley Center,Jon Jones
655,Basketball,Legacy,Michael Guevara
656,Basketball,Redlands,Ted Berry
657,Basketball,Johansen,Allan Davis
658,Basketball,South Hills,Kennon Rude
659,Basketball,South San Francisco,Jesse McCowan
660,Basketball,Cantwell-Sacred Heart of Mary,Philip Rodgers
661,Basketball,Overfelt,Jamile Young
662,Basketball,Huntington Beach,Tino Zaragoza
663,Basketball,Irvine,Shacolby Randell
664,Basketball,Woodland,George Hernandez
665,Basketball,Mills,Rick Hanson
666,Basketball,Capuchino,Marty Ruiz
667,Basketball,San Marin,Patrick Fahy
668,Basketball,Woodbridge,John Halagan
669,Basketball,"Kennedy (Fremont, CA)",Corey Maloney
670,Basketball,Torres,Esekiel Rodriguez
671,Basketball,Fullerton,Erik Kamrath
672,Basketball,Valley,Terrell Olive
673,Basketball,Red Bluff,KENNETH ARMSTRONG
674,Basketball,Cabrillo,Kyles Hawkins
675,Basketball,Valley Academy of Arts & Sciences,Ray Witt
676,Basketball,St. Genevieve,Mike DuLaney
677,Basketball,Hawkins,Tamao Kawai
678,Basketball,Torrance,SAMMY BRITTAIN
679,Basketball,Animo South Los Angeles,Norris Whittington jr
680,Basketball,Rosemont,Rickey Gleason
681,Basketball,Pacific,William Funn
682,Basketball,Mt. Pleasant,Fernando Samano
683,Basketball,Richmond,Deryk Hudson
684,Basketball,Del Norte,Marc Slayton
685,Basketball,Western Sierra Collegiate Academy,Jake Simms
686,Basketball,Sonora,Lloyd Longeway
687,Basketball,Calexico,Hugo Estrada
688,Basketball,Healdsburg,Yasha Mokaram
689,Basketball,Pierce,Cody McCullough
690,Basketball,Kingsburg,Todd Brown
691,Basketball,Carmel,Kurt Grahl
692,Basketball,O'Farrell Charter,Stephen Winters
693,Basketball,Oakwood,Mike Balian
694,Basketball,Venture Academy,Eric King
695,Basketball,Burton,duane Breaux
696,Basketball,Polytechnic,Brad Hall
697,Basketball,St. Pius X-St. Matthias Academy,Donte Archie
698,Basketball,Beacon Hill,Donnie Alexander
699,Basketball,Maywood Academy,Jon Delgado
700,Basketball,Highlands,Dennis Weaver Jr
701,Basketball,Piedmont,Ben Spencer
702,Basketball,Aquinas,David Johnson
703,Basketball,Sacred Heart Prep,Tony Martinelli
704,Basketball,Dunn,Tim Weir
705,Basketball,Palma,Kelley Lopez
706,Basketball,Perris,Marvin Williams
707,Basketball,Buena Park,Josh Beaty
708,Basketball,Oak Hills,Shaun Mora
709,Basketball,Cate,Andrew Gil
710,Basketball,Calaveras,Kraig Clifton
711,Basketball,Menlo School,Keith Larsen
712,Basketball,Half Moon Bay,John Parsons
713,Basketball,Jurupa Valley,Josh Erickson
714,Basketball,Loma Linda Academy,Mark Wills
715,Basketball,St. Margaret's,Chris Nordstrom
716,Basketball,Renaissance Academy,Alon Margalit
717,Basketball,University,Randy Bessolo
718,Basketball,Saint Mary's,Rich Buckner
719,Basketball,University Prep,Mark Stephens
720,Basketball,Marin Catholic,Mike Saia
721,Basketball,Montclair,Bill Blades
722,Basketball,South El Monte,Ron Saldana
723,Basketball,Gridley,Chay Dake
724,Basketball,Yeshiva University of Los Angeles (YULA),Vince Oliver
725,Basketball,Coalinga,Jason McFarlin
726,Basketball,Xavier Prep,Justin Sobczyk
727,Basketball,El Dorado,Tom Spencer
728,Basketball,Hilmar,craig peterson
729,Basketball,Indian Springs,Brandon Taylor
730,Basketball,Waverly,David McEliece
731,Basketball,Animo Robinson,Joseph Richards
732,Basketball,Pomona,Eric Anderson
733,Basketball,Century,Andres Hernandez
734,Basketball,Sun Valley Magnet,Chris Cazares
735,Basketball,Roseland University Prep,luis escobar
736,Basketball,Fort Bragg,Adam Kubo
737,Basketball,Arcata,Dusty Scofield
738,Basketball,Delano,Aaron Estrada
739,Basketball,Union Mine,Ryan Williams
740,Basketball,Bloomington,Eric Aubry
741,Basketball,Amador,Kaleb Cagle
742,Basketball,Lancaster,Sidney Melvin
743,Basketball,Yosemite,Erik Peterson
744,Basketball,Marysville,Stan Easter
745,Basketball,Cabrillo,Steven Coleman
746,Basketball,Pilibos,Sarkis Balian
747,Basketball,California City,Ronald Fleming
748,Basketball,Lassen,Paul Moore
749,Basketball,Calipatria,Robert
750,Basketball,Eureka,Jenna Harris
751,Basketball,Summit,john romagnoli
752,Basketball,Stern,Miller Brown
753,Basketball,Gateway,jeff facter
754,Basketball,High Tech SD,Lance Beesley
755,Basketball,Sutter,Michael Brantingham
756,Basketball,La Quinta (CA),Ty Thomas
757,Basketball,Clairemont,Ernie Biagioni
758,Basketball,Norwalk,BRENT CAMPANELLI
759,Basketball,South Pasadena,Ernest Baskerville
760,Basketball,Monte Vista,Michael Tully
761,Basketball,Jurupa Hills,Respp Relatores
762,Basketball,Eastside,Francisco Munoz
763,Basketball,Guajome Park Academy,COACH G
764,Basketball,Reedley,Travis Ferrell
765,Basketball,Marquez,Malcolm Thompson
766,Basketball,Arlington,John Seydel
767,Basketball,Escalon,Nate Bartelink
768,Basketball,Aspire Ollin,Salvador Chavoya
769,Basketball,Anderson,Brian Long
770,Basketball,Charter Oak,Al Cuevas
771,Basketball,Nogales,Tj Campbell
772,Basketball,Whittier,Ralph Rivera
773,Basketball,Western Christian,Ron Haywood
774,Basketball,Oroville,Robert Anderson
775,Basketball,Liberty,Johnny Gonzales
776,Basketball,"Kennedy (La Palma, CA)",Jose Alvarez
777,Basketball,Morningside,Donnell Meekins
778,Basketball,Big Bear,bo Kent
779,Basketball,Riverbank,Jeff Jennings
780,Basketball,Oxford Academy,Chris Palisin
781,Basketball,Twentynine Palms,Mike Usher
782,Basketball,Triumph Charter,Felipe Avila
783,Basketball,San Marino,Mihail Papadopulos
784,Basketball,Santa Cruz,LAWAN MILHOUSE
785,Basketball,Liberty Ranch,Brian Chavez
786,Basketball,King City,Jesus Ramirez
787,Basketball,Valor Academy,Fred Thomas
788,Basketball,El Modena,Matthew Henderson
789,Basketball,Middletown,gj rockwell
790,Basketball,West Campus,Michael Lawrence
791,Basketball,Golden West,Drew Hall
792,Basketball,Don Lugo,Steven Deleon
793,Basketball,San Diego Academy,Kenneth Early
794,Basketball,Rowland,Jason Villanueva
795,Basketball,Lick-Wilmerding,Eliot Smith
796,Basketball,Kern Valley,Brian Christianson
797,Basketball,Paradise,Nathan Johnson
798,Basketball,Mira Monte,Miguel Valera
799,Basketball,Washington Union,tony petersen
800,Basketball,Santiago,Matt Moorhouse
801,Basketball,Artesia,Jeff Myles
802,Basketball,Ripon,Justin Graham
803,Basketball,Central,Juan Valenzuela
804,Basketball,Marshall,Donelle Bryant
805,Basketball,KIPP San Jose Collegiate,Satnam Singh
806,Basketball,Orestimba,Charlie Kothenbeutel
807,Basketball,Harbor,joe mentillo
808,Basketball,Orangewood Academy,CJ Goldsmith
809,Basketball,Rancho Mirage,Rob Hanmer
810,Basketball,Rubidoux,Roberto Corella
811,Basketball,Indio,Ivery Thompson
812,Basketball,El Capitan,Elias Totah
813,Basketball,Scotts Valley,Mike Pasquini
814,Basketball,Ygnacio Valley,Charlie Stellini
815,Basketball,Flintridge Prep,Ramses Barden
816,Basketball,Gonzales,Ruben Alvarado
817,Basketball,Design Tech,John Schrup
818,Basketball,Southern California Yeshiva,Travis Howell
819,Basketball,New West Charter,Chad Sterling
820,Basketball,Elizabeth,Andre Lilly
821,Basketball,Sierra Pacific,Kenneth Vossler
822,Basketball,Sultana,Jay Harrie
823,Basketball,Palmdale,Greg Slade
824,Basketball,Robert F. Kennedy Community,Brandy Alexander
825,Basketball,King's Academy,nate carroll
826,Basketball,Wheatland,Scott Rounds
827,Basketball,Natomas,Evan May
828,Basketball,Port of Los Angeles,Spenser Schulte
829,Basketball,Orcutt Academy,Ryan Smalley
830,Basketball,Escondido Charter,David Vidosic
831,Basketball,Victory Christian Academy,DJ Gay
832,Basketball,Winters,Jason Davis
833,Basketball,North,Edward Azzam
834,Basketball,San Juan,Freddie Bryant
835,Basketball,Collins Family,Eduardo Rojas
836,Basketball,Hilltop,Luke Kelley
837,Basketball,Community Charter,Jimmy Izydorczyk
838,Basketball,East Bakersfield,James Dominguez
839,Basketball,Sage Hill,Billy Conlon
840,Basketball,Yreka,Louie Sanchez
841,Basketball,Southlands Christian,Christian Manalo
842,Basketball,San Bernardino,Daryl Pegram
843,Basketball,Bell Gardens,Matthew Ware
844,Basketball,Central Valley,Colin Carr
845,Basketball,Pacific Grove,Dan Powers
846,Basketball,Milken,Thomas Blunt
847,Basketball,San Jose,Jonathan Beene
848,Basketball,South,Clayton Madden
849,Basketball,Serrano,Jonathan Beck
850,Basketball,Barstow,Tony Wiggins
851,Basketball,Lakeview Charter,Reid Anderson
852,Basketball,Panorama,Mike Robinson
853,Basketball,Northridge Academy,Delvon Roe
854,Basketball,CALS Early College,Armando Fernandez
855,Basketball,La Puente,Jason Aceves
856,Basketball,Madera South,Jody Sharp
857,Basketball,Preuss UCSD,Stephen Shoemaker
858,Basketball,Dixon,Brett Peterson
859,Basketball,The Cambridge School,Travon Brown
860,Basketball,Monte Vista Christian,Drew Snelgrove
861,Basketball,Bear River,Ralph Lewis
862,Basketball,Bret Harte,Brian Barnett
863,Basketball,Elsinore,Pete Rettinger/Rick Wolter
864,Basketball,West Adams,Salvador Garcia
865,Basketball,Rivera,Jason Rudison
866,Basketball,West Valley,James O'Brien
867,Basketball,Chula Vista,joey espinoza
868,Basketball,Fortuna,Norm Sotomayor
869,Basketball,Terra Nova,Kenny Milch
870,Basketball,San Jacinto,Ace Moise
871,Basketball,Justin-Siena,David Granucci
872,Basketball,Alhambra,Bryan Gonzalez
873,Basketball,Latino College Preparatory Academy,Arieas Toney
874,Basketball,Channel Islands,Eddie Ramos
875,Basketball,Lompoc,Paul Terrones
876,Basketball,O'Connell,George Muribus
877,Basketball,Foothill Tech,Jamaal Brown
878,Basketball,Hesperia Christian,Zach Howard
879,Basketball,Hueneme,Marty Meyer
880,Basketball,Katella,Carlo Davis
881,Basketball,Live Oak,Curtis Jeffords
882,Basketball,Buckley,Michael Senna
883,Basketball,Mesa Verde,Anthony Watkins
884,Basketball,New Designs Watts,Bundy560@gmail.com
885,Basketball,Sun Valley,Eduardo Rodriguez
886,Basketball,Riverside Prep,Chris McIntyre
887,Basketball,Desert Hot Springs,Justin Flores
888,Basketball,Palo Verde Valley,Gabriel Camargo
889,Basketball,Grand Terrace,Joseph Ray
890,Basketball,Rio Mesa,Kevin Kiech
891,Basketball,Montebello,felix angulo
892,Basketball,St. Monica,Miguel Villegas
893,Basketball,Loara,Ed Prange
894,Basketball,Costa Mesa,Mike Ofer
895,Basketball,Jordan,James McDonald
896,Basketball,Hughson,Nate Govett
897,Basketball,Linden,Samuel Harrison
898,Basketball,Kelseyville,Jeremy Linnell
899,Basketball,McLane,Brian Garcia
900,Basketball,Harker,Butch Keller
901,Basketball,Terra Linda,Scott O'Gallagher
902,Basketball,Whittier Christian,Zac Cokely
903,Basketball,Chino,Eric Cooper
904,Basketball,McKinleyville,Sonny Tripp
905,Basketball,Lower Lake,Marcus Humphrey
906,Basketball,Central Valley Christian,Michael Hackbarth
907,Basketball,Orland,Adam Reimers
908,Basketball,Savanna,John Konrad
909,Basketball,San Pasqual,Erik Meek
910,Basketball,"Kennedy (Delano, CA)",Luis Padilla
911,Basketball,Smidt Tech,Marcelo Hugo
912,Basketball,"Golden Valley (Bakersfield, CA)",Jayson Heard
913,Basketball,El Cajon Valley,Raynell Mills
914,Basketball,Gertz-Ressler,Aaron Livingston
915,Basketball,Foothill,Aaron Toto
916,Basketball,Livingston,Ricardo Aguilar
917,Basketball,Antelope Valley,Edward Campbell II
918,Basketball,Blair,darren averitt
919,Basketball,McFarland,fern pruneda
920,Basketball,Franklin,robin cardona
921,Basketball,Galt,Lee McCowan
922,Basketball,Centennial,Charles Smith
923,Basketball,Lindhurst,Bob Jensen
924,Basketball,El Rancho,Matt Spain
925,Basketball,Marina,Ron Powell
926,Basketball,Santa Ynez,Ray Vazquez
927,Basketball,Western,Marc Harrison
928,Basketball,Littlerock,Gene Myvett
929,Basketball,Gunderson,Marc Taylor
930,Basketball,Delhi,Brian de la Porte
931,Basketball,June Jordan School of Equity,Dorian Glover
932,Basketball,West Covina,Troy Beverly
933,Basketball,The Academy - San Francisco,Ernest Jones
934,Basketball,Wallenberg,Dion Wilson
935,Basketball,California Academy of Math & Science,courtney beach
936,Basketball,Tennyson,Rulon Marbley/Ansara Johnson
937,Basketball,Corning,Larry Glover
938,Basketball,Ontario,Richard Johnson
939,Basketball,Reseda,Dwayne Garner
940,Basketball,Alta Loma,David Furman
941,Basketball,Taft,Eric Newton
942,Basketball,"Golden Valley (Santa Clarita, CA)",CHRIS PRINTZ
943,Basketball,Duarte,Cedric Jones
944,Basketball,Elsie Allen,William Garza
945,Basketball,San Lorenzo Valley,Russell Gross
946,Basketball,Imperial,Dave Milan
947,Basketball,Exeter,Eli Garver
948,Basketball,"La Quinta (Westminster, CA)",Mark Sanchez
949,Basketball,La Sierra,Cedric Wells
950,Basketball,Seaside,kelvin garnett
951,Basketball,Calvary Baptist,Cristian Gopez
952,Basketball,Tahquitz,Alfonza Walton
953,Basketball,Hoover,Jack Van Patten
954,Basketball,El Molino,Collin Walker
955,Basketball,Escondido Adventist Academy,Bill Davis
956,Basketball,Willows,Caleb Fleming
957,Basketball,Encina Prep,DeRon Muldrew
958,Basketball,James Lick,Edward Lugo-Lopez III
959,Basketball,San Gabriel,jason meador
960,Basketball,Summerville,Ben Watson
961,Basketball,Bellflower,Amir Kermani
962,Basketball,Dr. Maya Angelou Community,Eric Alvarez
963,Basketball,Rancho San Juan,Brian Fonseca
964,Basketball,Oceana,Jon Mercado
965,Basketball,Canyon Springs,Chris Robinson
966,Basketball,High Tech NC,Manny Perez
967,Basketball,Arroyo,Henry Cruz
968,Basketball,Crawford,Jason Byrd
969,Basketball,Mountain View Academy,Matthew Minder
970,Basketball,Pacific Bay Christian,Mark Bermudez
971,Basketball,Estancia,Xavier Castellano
972,Basketball,Horizon Prep,Matt Roy
973,Basketball,Denair,RJ Henderson
974,Basketball,Clear Lake,Scott De Leon
975,Basketball,Valley Torah,Lior Schwartzberg
976,Basketball,California Military Institute,Joseph Taplin
977,Basketball,Fowler,Alfonso Alvarado
978,Basketball,Cloverdale,Patrick Fitzgerald
979,Basketball,Vistamar,David Polett
980,Basketball,Academia Avance,Erick Smith
981,Basketball,Fresno Christian,Jon Penberthy
982,Basketball,Riverdale,Matt Banuelos
983,Basketball,Mojave,Steve Turner
984,Basketball,Math & Science College Preparatory,David Trujeque
985,Basketball,"Cornerstone Christian (Antioch, CA)","Ezra Hunter, Jr."
986,Basketball,Oakwood,Kort Jensen
987,Basketball,Brookside Christian,Luke Williams
988,Basketball,Bloomington Christian,Steven Stott
989,Basketball,Brethren Christian,Jeff Jefferson
990,Basketball,Stuart Hall,charles johnson
991,Basketball,Thacher,Jason Carney
992,Basketball,Victor Valley Christian,Jarod Ratliff
993,Basketball,Trinity Classical Academy,Aaron Southwick
994,Basketball,Eastside College Prep,Chris Bischof
995,Basketball,San Jacinto Valley Academy,Jason Franek
996,Basketball,Gabrielino,john carney
997,Basketball,Excelsior Charter,Chris Johns
998,Basketball,National University Academy,Tim Shelton
999,Basketball,Ocean View Christian,Richard Williams
1000,Basketball,Gompers Prep Academy,Vince Perez
1001,Basketball,Classical Academy,Chris Williams
1002,Basketball,Parlier,Ron Kruse
1003,Basketball,Lindsay,Frank Morin
1004,Basketball,St. Francis,Duncan Edwards
1005,Basketball,Ambassador,Luke Duperron
1006,Basketball,Woodside,David Moseley
1007,Basketball,Stevenson,Justin Clymo
1008,Basketball,Linfield Christian,Waheed Mitchell
1009,Basketball,Patti & Peter Neuwirth Leadership Academy,Jesse Hernandez
1010,Basketball,Pacific Collegiate,Duane Garner
1011,Basketball,Summit Shasta,Jorge Chevez
1012,Basketball,Los Amigos,Larry Isaacs
1013,Basketball,Bethel Baptist,Kennith Shyne
1014,Basketball,Westmark,Jelani Kelly
1015,Basketball,Calvin Christian,Eric Miedema
1016,Basketball,Redlands Adventist Academy,Lemar Sandiford
1017,Basketball,Los Molinos,Mark Brown
1018,Basketball,Larchmont Charter,Nelson Handel
1019,Basketball,The Nueva School,Barry Treseler
1020,Basketball,Fallbrook,Ryan Smith
1021,Basketball,New Roads,Tresbien caraway
1022,Basketball,Sacramento Adventist,Scott Tedmon
1023,Basketball,East Nicolaus,Tyson Earhart
1024,Basketball,Bassett,TBD
1025,Basketball,Corcoran,Marvin Le Fridge
1026,Basketball,Woodland Christian,Brian Ganyo
1027,Basketball,El Monte,Eric Tabatabai
1028,Basketball,Los Angeles Leadership Academy,Roy Garay
1029,Basketball,Dymally,Christopher Simpson
1030,Basketball,Mt. Shasta,Chris Galarsa
1031,Basketball,International,Paul Cortes
1032,Basketball,Santa Rosa Academy,Gabriel Flores
1033,Basketball,Bethel Christian,Will Farley
1034,Basketball,Carpinteria,Scott Sorich
1035,Basketball,Crossroads Christian,Dawson Christy
1036,Basketball,Academy of Careers & Exploration,Dale Hall
1037,Basketball,Athenian,Michael Heyward
1038,Basketball,Nordhoff,Scott Hannah
1039,Basketball,Delta Charter,Ed Blake
1040,Basketball,San Domenico,Mike Fulton
1041,Basketball,Mar Vista,Scott Reed
1042,Basketball,Victor Valley,Ken Shane
1043,Basketball,"AGBU (Canoga Park, CA)",Nareg Kopooshian
1044,Basketball,Banning,Cory Cornelius
1045,Basketball,Bishop Diego,James Coronado
1046,Basketball,School for Entrepreneurship & Technology,Marc Cerda
1047,Basketball,Urban,Joseph Skiffer
1048,Basketball,Strathmore,Justin St. Clair
1049,Basketball,KIPP SF College Prep,Fidel Pugh
1050,Basketball,La Sierra Academy,Eric Smith
1051,Basketball,Big Pine,Bob Church
1052,Basketball,Leroy Greene Academy,Curtis Cole
1053,Basketball,St. Monica Academy,peter grimm
1054,Basketball,Upper Lake,Tony Arroyo
1055,Basketball,Vincent Memorial,jaime godinez
1056,Basketball,University Prep,josh augustus
1057,Basketball,Wonderful College Prep Academy,Felicia Ragland
1058,Basketball,Hillcrest Christian,Brady Day
1059,Basketball,West Shores,Scott Dailey
1060,Basketball,Aspire Langston Hughes Academy,shawn king
1061,Basketball,St. Joseph Academy,Ben Hernandez
1062,Basketball,More,John Vogel
1063,Basketball,Bishop Union,Robert Chavez
1064,Basketball,Mesa Grande Academy,Todd Nelson
1065,Basketball,"AGBU (Pasadena, CA)",Steve Hodge
1066,Basketball,Bradshaw Christian,Alex Williams
1067,Basketball,"Riverside County Education Academy (Moreno Valley, CA)",Tim Harris
1068,Basketball,University Prep Academy,Thomas Guevara
1069,Basketball,Holtville,Tony Ramos
1070,Basketball,de Toledo,Alvin Castro
1071,Basketball,Arrowhead Christian,Lance Evbuomwan
1072,Basketball,Santa Clarita Valley International,Ken Erenberg
1073,Basketball,Workman,Martin Flores
1074,Basketball,Mid-Peninsula,Erin Whittaker
1075,Basketball,Sonoma Academy,Luc Martin
1076,Basketball,The Bay School,Joshua Babbidge
1077,Basketball,Animo Bunche,Todd Wright
1078,Basketball,Mountain Empire,Peter Krahling
1079,Basketball,Sequoyah School,Jordan Halpern
1080,Basketball,Tarbut V' Torah,Connor Kennedy
1081,Basketball,Temecula Prep,Eric Weir
1082,Basketball,High Tech CV,Rod Pitel
1083,Basketball,East College Prep,Chris Flores
1084,Basketball,Chaffey,Erik Crull
1085,Basketball,Rancho Alamitos,eric aponte
1086,Basketball,Santa Ana,Fareed ElMasry
1087,Basketball,Durham,Joshua Holbrook
1088,Basketball,Portola,Tim Brubaker
1089,Basketball,Mariposa County,Danny Ellis
1090,Basketball,Firebaugh (CA),Zeke Lyons
1091,Basketball,Environmental Charter,SHAWN HUA
1092,Basketball,Sherman Indian,Clarence Bean
1093,Basketball,Bonsall,chuck colletti
1094,Basketball,Rio Hondo Prep,Ken Drain
1095,Basketball,Redwood Christian,andrew sanchez
1096,Basketball,Vasquez,Myles Conkrite
1097,Basketball,Moreno Valley,Elzie Landers
1098,Basketball,College Prep,Dan Ourian
1099,Basketball,Mesrobian,Jack Dabbaghian
1100,Basketball,Summit Tahoma,Daniel Duong
1101,Basketball,Maywood CES,Alexander Del Hierro
1102,Basketball,Trona,Tom Heck
1103,Basketball,Valley Christian Academy,Christopher Maples
1104,Basketball,Lone Pine,Jefferson Yonge
1105,Basketball,Making Waves Academy,Otis Mobley Sr.
1106,Basketball,Fillmore,Mark Blankenship
1107,Basketball,Modoc,Jim Widby
1108,Basketball,Coastal Christian,John Downum
1109,Basketball,Coast Union,Trevor Neer
1110,Basketball,Avalon,Stephen Hall
1111,Basketball,Desert Christian,David Nurse
1112,Basketball,Sierra Vista,Earl Sanchez
1113,Basketball,Colusa,Brian Davis
1114,Basketball,Marshall,Charles Dickson
1115,Basketball,Calvary Christian Academy,Matthew Chapman
1116,Basketball,John Adams Academy,Roger Moore
1117,Basketball,Rosamond,Johnny Johnson
1118,Basketball,Lake Arrowhead Christian,Steve Rutz
1119,Basketball,Belmont,Perry Kwon
1120,Basketball,Bayfront Charter,Kristopher J. Cawood
1121,Basketball,Rise Kohyang,Delia Robinson
1122,Basketball,Argonaut,Jon Gilliam
1123,Basketball,Ben Holt College Prep Academy,Alexander Cesena
1124,Basketball,Pinewood,Scott Alexander
1125,Basketball,Drew,Torin Coffino
1126,Basketball,Acaciawood,James Kuan
1127,Basketball,Mammoth,Robbie Presson
1128,Basketball,St. Helena,Jim Gamble
1129,Basketball,Silver Valley,Joey Garcia
1130,Basketball,Cathedral City,Nick Lee
1131,Basketball,Millennium,Michael Woods
1132,Basketball,Buckingham Charter,Daniel Curry
1133,Basketball,Oakland Military Institute,Jordan Bryant
1134,Basketball,West Valley,Kristopher Brooks
1135,Basketball,"Cristo Rey (San Jose, CA)",Mitch Beutler
1136,Basketball,North Valley Baptist,Shawn Jackson
1137,Basketball,Desert,Phil Pleasant
1138,Basketball,Chowchilla,Don Smith
1139,Basketball,"Granite Hills (Porterville, CA)",Bud Luther
1140,Basketball,Swett,Chris Russell
1141,Basketball,Liberty Charter,James Shaw
1142,Basketball,Dos Palos,Marcus McGraw
1143,Basketball,Edgewood,Gregory Gilmore
1144,Basketball,Tranquillity,Eric Wences
1145,Basketball,Laguna Hills,David Yates
1146,Basketball,St. Vincent de Paul,Scott Himes
1147,Basketball,Williams,Jeff Lemus
1148,Basketball,Lakeside,Jay Gomez
1149,Basketball,Biggs,Buster Callaway
1150,Basketball,Wasco,Mike Bradley
1151,Basketball,Health Sciences,Tyler Servis
1152,Basketball,San Gorgonio,Pablo Garcia
1153,Basketball,Farmersville,Kevin Bayne
1154,Basketball,Bentley,Elgin Leslie
1155,Basketball,"Cristo Rey (Sacramento, CA)",Mike Lynn
1156,Basketball,California School for the Deaf-Riverside,JJ Bailey
1157,Basketball,Arroyo Valley,Brandon Mason
1158,Basketball,Ramona,Oronde Goodwin
1159,Basketball,"Calvary Chapel (Santa Ana, CA)",Jon Hughes
1160,Basketball,Summit Preparatory,dave cairo
1161,Basketball,"Hamilton (Hamilton City, CA)",Kevin Wilkerson
1162,Basketball,Boron,Travis Day
1163,Basketball,Rio Vista,Lubertus Baldwin
1164,Basketball,Delta,Glenn Dionne
1165,Basketball,Crystal Springs Uplands,Ned Diamond
1166,Basketball,Eastside Christian,kevin lee
1167,Basketball,Alliance Marine-Innovation & Technology,Robert Nesel
1168,Basketball,Anaheim,A Rodriguez
1169,Basketball,Chula Vista Learning Community Charter,Michaelray Gonzales
1170,Basketball,Technology,Stan Cramer
1171,Basketball,Head-Royce,Miles Tarver
1172,Basketball,Highland,Scott Smith
1173,Basketball,Whitney,Lance Convento
1174,Basketball,Trinity,Josh Hamilton
1175,Basketball,King-Chavez Community,Ben Metzger
1176,Basketball,St. Michael's Prep,Mike Smith
1177,Basketball,San Luis Obispo Classical Academy,Ajeeth Periyasamy
1178,Basketball,Ojai Valley,Matt Murphy
1179,Basketball,"Hamilton (Anza, CA)",Derrick Calloway II
1180,Basketball,Verbum Dei,Donley Minor
1181,Basketball,"Granite Hills (Apple Valley, CA)",Darryl Stoudemire
1182,Basketball,CORE Butte,Ken Noble
1183,Basketball,Mountain View,Jerome Pratt
1184,Basketball,Orange Cove,Samuel Rodriguez
1185,Basketball,Villanova Prep,Eugene Ayala
1186,Basketball,Yucca Valley,Matt Jennings
1187,Basketball,USC Hybrid,Jay dingle
1188,Basketball,Bolsa Grande,todd halbreich
1189,Basketball,Gustine,Kingsley Borba
1190,Basketball,Baldwin Park,Israel Anguiano
1191,Basketball,California Lutheran,Andrew Aguilar
1192,Basketball,Desert Christian Academy,Matt Garrison
1193,Basketball,Rosemead,Sonny Hayes
1194,Basketball,Nuview Bridge,Tim Howman
1195,Basketball,Annenberg,Jeffrey Nadal
1196,Basketball,Geffen Academy,Devon McNairy
1197,Basketball,Trinity Christian,Tierrell Sims
1198,Basketball,San Pasqual Academy,Isiah Maxi
1199,Basketball,Futures,Andrew Lincoln
1200,Basketball,Orosi,Manuel Villegas
1201,Basketball,Sage Oak,Mark Valdivia
1202,Basketball,Summit Rainier,Mike Sanchez
1203,Basketball,Downtown College Prep - ALUM ROCK,Steve Vasquez
1204,Basketball,Glendale Adventist,Marton Medina
1205,Basketball,"Cornerstone Christian (Wildomar, CA)",Frank Thomas
1206,Basketball,The Palmdale Aerospace Academy,Keith Bennett
1207,Basketball,Minarets,Christopher Bedolla
1208,Basketball,Kings Christian,Kevin Dalafu
1209,Basketball,Colfax,Randy Havens
1210,Basketball,Quarry Lane,John Reiss
1211,Basketball,Kirby Prep,Steve LeDoux
1212,Basketball,Bosco Tech,Michael Romo
1213,Basketball,Cuyama Valley,Mike Wilson
1214,Basketball,Laguna Blanca,Sal Rodriguez
1215,Basketball,Pilgrim,Joshua Manly
1216,Basketball,Gladstone,gary kilmer
1217,Basketball,Newbury Park Adventist,Branon Shea
1218,Basketball,Malibu,Luke Davis
1219,Basketball,Rim of the World,Mike Lindemann
1220,Basketball,Mendota,Mario Plascencia
1221,Basketball,River Springs Charter School Magnolia,Steven Herrera
1222,Basketball,The Grove School,curtis paul
1223,Basketball,Lee Vining,Ed Brown
1224,Basketball,Providence,Steve Stokes
1225,Basketball,Marin Academy,James Baker
1226,Basketball,Del Lago Academy,Kris Bucu
1227,Basketball,Apple Valley,Jeffery Wilbur
1228,Basketball,Ganesha,Drake Walker
1229,Basketball,Vista del Lago,Cantrell Hayes
1230,Basketball,The Webb School,Devin Fly
1231,Basketball,Wildwood,Pat Colley
1232,Basketball,Desert Chapel,Alfonso Alvarez
1233,Basketball,Leadership,Miles Mcalister
1234,Basketball,Azusa,Robert Wurtz
1235,Basketball,Caruthers,Freddy Gonzales
